hosp,procs,procCount,infCount,sir,ci-low,ci-high,comp
"CITY OF HOPE HELFORD CLINICAL RESEARCH HOSP, DUARTE",Small Bowel Surgery,134,2,0.94,0.11,3.38,N.D.
"COAST PLAZA HOSP, NORWALK",Small Bowel Surgery,<20,,,,,
"COASTAL COMMUNITIES HOSP, SANTA ANA",Small Bowel Surgery,<20,,,,,
COMMUNITY AND MISSION HOSP OF HUNTINGTON PARK,Small Bowel Surgery,<20,,,,,
"COMMUNITY HOSP OF THE MONTEREY PENINSULA, MONTEREY",Small Bowel Surgery,45,1,0.88,0.02,4.90,N.D.
COMMUNITY HOSP OF SAN BERNARDINO,Small Bowel Surgery,<20,,,,,
"COMMUNITY MEMORIAL HOSP, SAN BUENAVENTURA, VENTURA",Small Bowel Surgery,<20,,,,,
"CONTRA COSTA REGIONAL MED CTR, MARTINEZ",Small Bowel Surgery,28,3,,,,
COUNTY OF VENTURA,Small Bowel Surgery,63,1,,,,
VENTURA COUNTY MED CTR,Small Bowel Surgery,,,,,,
"VENTURA COUNTY MED CTR, SANTA PAULA HOSP",Small Bowel Surgery,,,,,,
"DAMERON HOSP, STOCKTON",Small Bowel Surgery,<20,,,,,
DELANO REGIONAL MED CTR,Small Bowel Surgery,43,0,,,,
"DESERT REGIONAL MED CTR, PALM SPRINGS",Small Bowel Surgery,31,0,,,,
DIGNITY HEALTH,Small Bowel Surgery,29,0,,,,
"DOMINICAN HOSP CAMPUS #1, SANTA CRUZ",Small Bowel Surgery,,,,,,
"DOMINICAN HOSP CAMPUS #2, SANTA CRUZ",Small Bowel Surgery,,,,,,
DIGNITY HEALTH,Small Bowel Surgery,59,2,,,,
"MERCY HOSP, BAKERSFIELD",Small Bowel Surgery,,,,,,
"MERCY SOUTHWEST HOSP, BAKERSFIELD",Small Bowel Surgery,,,,,,
DOCTORS HOSP OF MANTECA,Small Bowel Surgery,<20,,,,,
"DOCTORS MED CTR, MODESTO",Small Bowel Surgery,79,4,1.54,0.42,3.95,N.D.
"DOCTORS MED CTR, SAN PABLO",Small Bowel Surgery,<20,,,,,
DOWNEY REGIONAL MED CTR,Small Bowel Surgery,<20,,,,,
"EARL & LORAINE MILLER CHILDREN'S HOSP, LONG BEACH",Small Bowel Surgery,24,0,,,,
"EAST LOS ANGELES DOCTORS HOSP, LOS ANGELES",Small Bowel Surgery,<20,,,,,
"EAST VALLEY HOSP MED CTR, GLENDORA",Small Bowel Surgery,<20,,,,,
"EISENHOWER MED CTR, RANCHO MIRAGE",Small Bowel Surgery,88,3,1.07,0.22,3.14,N.D.
EL CAMINO HOSP,Small Bowel Surgery,,,,,,
"EL CAMINO HOSP, LOS GATOS",Small Bowel Surgery,<20,,,,,
"EL CAMINO HOSP, MOUNTAIN VIEW",Small Bowel Surgery,98,1,0.28,0.01,1.56,N.D.
"EMANUEL MED CTR INC, TURLOCK",Small Bowel Surgery,37,1,0.87,0.02,4.85,N.D.
ENLOE MED CTR,Small Bowel Surgery,78,0,0.00,0.00,1.49,N.D.
"ENLOE MED CTR-COHASSET, CHICO",Small Bowel Surgery,,,,,,
"ENLOE MED CTR-ESPLANADE, CHICO",Small Bowel Surgery,,,,,,
"ENLOE REHABILITATION CTR, CHICO",Small Bowel Surgery,,,,,,
"FAIRCHILD MED CTR, YREKA",Small Bowel Surgery,<20,,,,,
"FEATHER RIVER HOSP, PARADISE",Small Bowel Surgery,26,0,,,,
"FOOTHILL PRESBYTERIAN HSP-JOHNSTON MEMORIAL,",Small Bowel Surgery,,,,,,
GLENDORA,Small Bowel Surgery,,,,,,
FOUNTAIN VALLEY REGIONAL HOSP & MED CTR,Small Bowel Surgery,27,1,,,,
FOUNTAIN VALLEY REGIONAL HOSP & MED CTR,Small Bowel Surgery,,,,,,
FOUNTAIN VALLEY REGIONAL HOSP & MED CTR,Small Bowel Surgery,,,,,,
"FRANK R. HOWARD MEMORIAL HOSP, WILLITS",Small Bowel Surgery,<20,,,,,
FREMONT-RIDEOUT HEALTH GROUP,Small Bowel Surgery,24,0,,,,
"FREMONT MED CTR, YUBA CITY",Small Bowel Surgery,,,,,,
"RIDEOUT MEMORIAL HOSP, MARYSVILLE",Small Bowel Surgery,,,,,,
"FRENCH HOSP MED CTR, SAN LUIS OBISPO",Small Bowel Surgery,<20,,,,,
GARDEN GROVE HOSP AND MED CTR,Small Bowel Surgery,<20,,,,,
"GEORGE L. MEE MEMORIAL HOSP, KING CITY",Small Bowel Surgery,<20,,,,,
GLENDALE ADVENTIST MED CTR,Small Bowel Surgery,49,1,0.62,0.02,3.44,N.D.
GLENDALE MEMORIAL HOSP AND HEALTH CTR,Small Bowel Surgery,86,2,0.75,0.09,2.72,N.D.
"GOLETA VALLEY COTTAGE HOSP, SANTA BARBARA",Small Bowel Surgery,<20,,,,,
"GOOD SAMARITAN HOSP, LOS ANGELES",Small Bowel Surgery,<20,,,,,
"GOOD SAMARITAN HOSP, LP",Small Bowel Surgery,70,2,0.92,0.11,3.32,N.D.
"MISSION OAKS HOSP, LOS GATOS",Small Bowel Surgery,,,,,,
"GOOD SAMARITAN HOSP, SAN JOSE",Small Bowel Surgery,,,,,,
"HAZEL HAWKINS MEMORIAL HOSP, HOLLISTER",Small Bowel Surgery,<20,,,,,
HEALDSBURG DISTRICT HOSP,Small Bowel Surgery,<20,,,,,
HEMET VALLEY MED CTR,Small Bowel Surgery,59,0,0.00,0.00,1.69,N.D.
"HENRY MAYO NEWHALL MEMORIAL HOSP, VALENCIA",Small Bowel Surgery,23,0,,,,
"HI-DESERT MED CTR, JOSHUA TREE",Small Bowel Surgery,<20,,,,,
"HOAG MEMORIAL HOSP PRESBYTERIAN, INC",Small Bowel Surgery,115,1,0.21,0.01,1.17,N.D.
"HOAG HOSPITAL, IRVINE",Small Bowel Surgery,,,,,,
"HOAG MEMORIAL HOSP PRESBYTERIAN, NEWPORT BEACH",Small Bowel Surgery,,,,,,
"HOLLYWOOD PRESBYTERIAN MED CTR, LOS ANGELES",Small Bowel Surgery,27,1,0.90,0.02,4.99,N.D.
HOSPITAL COMMITTEE AREA LIVERMORE PLEASANTON,Small Bowel Surgery,31,0,,,,
"VALLEYCARE MEDICAL CENTER, PLEASANTON",Small Bowel Surgery,,,,,,
"VALLEY MEMORIAL HOSPITAL, LIVERMORE",Small Bowel Surgery,,,,,,
HUNTINGTON BEACH HOSP,Small Bowel Surgery,<20,,,,,
"HUNTINGTON MEMORIAL HOSP, PASADENA",Small Bowel Surgery,178,9,1.20,0.55,2.29,N.D.
"JOHN F. KENNEDY MEMORIAL HOSP, INDIO",Small Bowel Surgery,<20,,,,,
"JOHN MUIR MED CTR, CONCORD",Small Bowel Surgery,114,3,0.68,0.14,1.99,N.D.
"JOHN MUIR MED CTR, WALNUT CREEK",Small Bowel Surgery,110,1,0.23,0.01,1.26,N.D.
"KAISER FOUNDATION HOSP, ANTIOCH",Small Bowel Surgery,72,0,,,,
"KAISER FOUNDATION HOSP, BALDWIN PARK",Small Bowel Surgery,86,0,0.00,0.00,1.44,N.D.
"KAISER FOUNDATION HOSP-DOWNEY, BELLFLOWER",Small Bowel Surgery,100,0,0.00,0.00,1.07,N.D.
"KAISER FOUNDATION HOSP, FRESNO",Small Bowel Surgery,51,1,,,,
"KAISER FOUNDATION HOSP, LOS ANGELES",Small Bowel Surgery,179,1,0.15,0.00,0.82,Low
"KAISER FOUNDATION HOSP, MORENO VALLEY",Small Bowel Surgery,<20,,,,,
"KAISER FOUNDATION HOSP, REDWOOD CITY",Small Bowel Surgery,34,0,,,,
"KAISER FOUNDATION HOSP, RIVERSIDE",Small Bowel Surgery,90,0,0.00,0.00,1.14,N.D.
"KAISER FOUNDATION HOSP, ROSEVILLE",Small Bowel Surgery,131,3,0.70,0.14,2.03,N.D.
"KAISER FOUNDATION HOSP, SACRAMENTO",Small Bowel Surgery,100,2,0.52,0.06,1.87,N.D.
"KAISER FOUNDATION HOSP, SAN DIEGO",Small Bowel Surgery,161,1,0.19,0.01,1.03,N.D.
"KAISER FOUNDATION HOSP, SAN FRANCISCO",Small Bowel Surgery,124,0,0.00,0.00,0.72,Low
KAISER FOUNDATION HOSP-SAN JOSE,Small Bowel Surgery,77,1,0.81,0.02,4.49,N.D.
"KAISER FOUNDATION HOSP, SAN RAFAEL",Small Bowel Surgery,48,0,,,,
KAISER FOUNDATION HOSP-SANTA CLARA,Small Bowel Surgery,128,0,0.00,0.00,0.87,Low
"KAISER FOUNDATION HOSP, SANTA ROSA",Small Bowel Surgery,42,1,,,,
"KAISER FOUNDATION HOSP SOUTH BAY, HARBOR CITY",Small Bowel Surgery,75,2,0.79,0.10,2.85,N.D.
KAISER FOUNDATION HOSP-SOUTH SACRAMENTO,Small Bowel Surgery,131,0,0.00,0.00,0.77,Low
"KAISER FOUNDATION HOSP, SOUTH SAN FRANCISCO",Small Bowel Surgery,49,0,,,,
"KAISER FOUNDATION HOSP, VACAVILLE",Small Bowel Surgery,47,0,,,,
"KAISER FOUNDATION HOSP & REHAB. CTR, VALLEJO",Small Bowel Surgery,75,0,0.00,0.00,1.39,N.D.
KAISER FOUNDATION HOSP-WALNUT CREEK,Small Bowel Surgery,112,1,0.26,0.01,1.45,N.D.
"KAISER FOUNDATION HOSP-WEST LA, LOS ANGELES",Small Bowel Surgery,90,3,0.99,0.21,2.90,N.D.
"KAISER FOUNDATION HOSP, WOODLAND HILLS",Small Bowel Surgery,70,0,0.00,0.00,1.85,N.D.
KAISER FOUNDATION HOSPS,Small Bowel Surgery,54,0,,,,
KAISER FOUNDATION HOSP-ANAHEIM MEDICAL CENTER,Small Bowel Surgery,,,,,,
KAISER FOUNDATION HOSP-LAKEVIEW MEDICAL CENTER,Small Bowel Surgery,,,,,,
KAISER FOUNDATION HOSPS,Small Bowel Surgery,,,,,,
"KAISER FOUNDATION HOSP, IRVINE",Small Bowel Surgery,45,0,,,,
KAISER FOUNDATION HOSPS,Small Bowel Surgery,,,,,,
"KAISER FOUNDATION HOSP, FONTANA",Small Bowel Surgery,129,0,0.00,0.00,0.85,Low
"KAISER FOUNDATION HOSP, ONTARIO",Small Bowel Surgery,29,0,,,,
KAISER FOUNDATION HOSPS,Small Bowel Surgery,90,0,0.00,0.00,1.06,N.D.
"KAISER FOUNDATION HOSP, FREMONT",Small Bowel Surgery,,,,,,
"KAISER FOUNDATION HOSP, HAYWARD/FREMONT",Small Bowel Surgery,,,,,,
KAISER FOUNDATION HOSPS,Small Bowel Surgery,66,0,0.00,0.00,1.26,N.D.
"KAISER FOUNDATION HOSP, MODESTO",Small Bowel Surgery,,,,,,
"KAISER FOUNDATION HOSP, MANTECA",Small Bowel Surgery,,,,,,
KAISER FOUNDATION HOSPS,Small Bowel Surgery,176,2,0.30,0.04,1.08,N.D.
"KAISER FOUNDATION HOSP, OAKLAND/RICHMOND",Small Bowel Surgery,,,,,,
"KAISER FOUNDATION HOSP, RICHMOND CAMPUS",Small Bowel Surgery,,,,,,
"KAWEAH DELTA MED CTR, VISALIA",Small Bowel Surgery,<20,,,,,
"KECK HOSP OF USC, LOS ANGELES",Small Bowel Surgery,348,9,0.54,0.25,1.03,N.D.
"KERN MED CTR, BAKERSFIELD",Small Bowel Surgery,24,1,,,,
LA PALMA INTERCOMMUNITY HOSP,Small Bowel Surgery,<20,,,,,
"LAC+USC MED CTR, LOS ANGELES",Small Bowel Surgery,88,0,0.00,0.00,0.92,Low
"LAC/HARBOR-UCLA MED CTR, TORRANCE",Small Bowel Surgery,142,0,0.00,0.00,0.57,Low
LAKEWOOD REGIONAL MED CTR,Small Bowel Surgery,53,0,,,,
"LODI MEMORIAL HOSP ASSOCIATION, INC.",Small Bowel Surgery,25,0,,,,
LODI MEMORIAL HOSP,Small Bowel Surgery,(1RH),,,,,
LODI MEMORIAL HOSP-WEST,Small Bowel Surgery,,,,,,
LOMA LINDA UNIVERSITY MED CTR,Small Bowel Surgery,143,7,1.16,0.47,2.39,N.D.
"LOMA LINDA UNIV HEART & SURGICAL HOSP, REDLANDS",Small Bowel Surgery,,,,,,
"LOMA LINDA UNIV MED CTR EAST HOSP, LOMA LINDA",Small Bowel Surgery,,,,,,
"LOMA LINDA UNIV MED CTR, LOMA LINDA",Small Bowel Surgery,,,,,,
LOMA LINDA UNIVERSITY MEDICAL CENTER - MURRIETA,Small Bowel Surgery,<20,,,,,
LOMPOC VALLEY MED CTR,Small Bowel Surgery,<20,,,,,
"LONG BEACH MEMORIAL MED CTR, LONG BEACH",Small Bowel Surgery,54,2,1.11,0.14,4.02,N.D.
LOS ALAMITOS MED CTR,Small Bowel Surgery,54,3,,,,
"LOS ANGELES CO OLIVE VIEW-UCLA MED CTR, SYLMAR",Small Bowel Surgery,53,0,,,,
LOS ROBLES REGIONAL MED CTR,Small Bowel Surgery,92,1,0.34,0.01,1.88,N.D.
"LOS ROBLES HOSP & MED CTR, E , THOUSAND OAKS",Small Bowel Surgery,,,,,,
"LOS ROBLES HOSP & MED CTR, THOUSAND OAKS",Small Bowel Surgery,,,,,,
THOUSAND OAKS SURGICAL HOSP,Small Bowel Surgery,,,,,,
"LUCILE SALTER PACKARD CHILDREN'S HOSP AT STANFORD,",Small Bowel Surgery,,,,,,
MADERA COMMUNITY HOSP,Small Bowel Surgery,<20,,,,,
MAMMOTH HOSP,Small Bowel Surgery,<20,,,,,
MARIAN REGIONAL MEDICAL CENTER,Small Bowel Surgery,,,,,,
MARIAN REGIONAL MEDICAL CENTER,Small Bowel Surgery,48,0,0.00,0.00,3.15,N.D.
"MARIAN REGIONAL MEDICAL CENTER, ARROYO GRANDE",Small Bowel Surgery,<20,,,,,
"MARIN GENERAL HOSP, GREENBRAE",Small Bowel Surgery,<20,,,,,
MARINA DEL REY HOSP,Small Bowel Surgery,<20,,,,,
"MARK TWAIN MEDICAL CENTER, SAN ANDREAS",Small Bowel Surgery,<20,,,,,
"MARSHALL MED CTR (1-RH), PLACERVILLE",Small Bowel Surgery,25,4,,,,
MEMORIAL HOSP LOS BANOS,Small Bowel Surgery,<20,,,,,
MEMORIAL HOSP OF GARDENA,Small Bowel Surgery,<20,,,,,
"MEMORIAL MED CTR, MODESTO",Small Bowel Surgery,87,7,2.42,0.97,4.99,N.D.
"MENDOCINO COAST DISTRICT HOSP, FORT BRAGG",Small Bowel Surgery,<20,,,,,
"MENIFEE VALLEY MED CTR, SUN CITY",Small Bowel Surgery,<20,,,,,
"MERCY GENERAL HOSP, SACRAMENTO",Small Bowel Surgery,83,0,0.00,0.00,1.30,N.D.
MERCY HOSP OF FOLSOM,Small Bowel Surgery,20,2,,,,
MERCY MED CTR MERCED,Small Bowel Surgery,42,0,,,,
MERCY MED CTR MT. SHASTA,Small Bowel Surgery,<20,,,,,
MERCY MED CTR REDDING,Small Bowel Surgery,94,0,0.00,0.00,1.25,N.D.
"MERCY SAN JUAN MED CTR, CARMICHAEL",Small Bowel Surgery,146,2,0.45,0.05,1.62,N.D.
METHODIST HOSP OF SACRAMENTO,Small Bowel Surgery,38,0,,,,
"METHODIST HOSP OF SOUTHERN CA, ARCADIA",Small Bowel Surgery,36,2,,,,
MILLS-PENINSULA HEALTH SERVICES,Small Bowel Surgery,83,4,1.26,0.34,3.22,N.D.
"MILLS HEALTH CTR, SAN MATEO",Small Bowel Surgery,,,,,,
"MILLS-PENINSULA MED CTR, BURLINGAME",Small Bowel Surgery,,,,,,
"MISSION COMMUNITY HOSP, PANORAMA",Small Bowel Surgery,<20,,,,,
MISSION HOSP REGIONAL MED CTR,Small Bowel Surgery,,,,,,
MISSION HOSP LAGUNA BEACH,Small Bowel Surgery,<20,,,,,
"MISSION HOSP REGIONAL MED CTR, MISSION VIEJO",Small Bowel Surgery,35,1,0.79,0.02,4.42,N.D.
MONTCLAIR HOSP MED CTR,Small Bowel Surgery,<20,,,,,
MONTEREY PARK HOSP,Small Bowel Surgery,<20,,,,,
"NATIVIDAD MED CTR, SALINAS",Small Bowel Surgery,26,0,,,,
NORTHBAY HEALTHCARE GROUP,Small Bowel Surgery,,,,,,
"NORTHBAY MED CTR, FAIRFIELD",Small Bowel Surgery,32,0,,,,
"NORTHBAY VACAVALLEY HOSP, VACAVILLE",Small Bowel Surgery,<20,,,,,
NORTHRIDGE HOSP MED CTR,Small Bowel Surgery,29,1,,,,
NOVATO COMMUNITY HOSP,Small Bowel Surgery,<20,,,,,
"O'CONNOR HOSP, SAN JOSE",Small Bowel Surgery,51,0,0.00,0.00,1.63,N.D.
"OAK VALLEY HOSP DISTRICT (2-RH), OAKDALE",Small Bowel Surgery,<20,,,,,
"OJAI VALLEY COMMUNITY HOSP, OJAI",Small Bowel Surgery,<20,,,,,
"OLYMPIA MED CTR, LOS ANGELES",Small Bowel Surgery,36,0,0.00,0.00,2.62,N.D.
"ORANGE COAST MEMORIAL MED CTR, FOUNTAIN VALLEY",Small Bowel Surgery,54,0,0.00,0.00,2.43,N.D.
PACIFIC ALLIANCE MED CTR,Small Bowel Surgery,<20,,,,,
"PACIFICA HOSP OF THE VALLEY, SUN VALLEY",Small Bowel Surgery,<20,,,,,
"PALM DRIVE HOSP, SEBASTOPOL",Small Bowel Surgery,<20,,,,,
PALMDALE REGIONAL MEDICAL CTR,Small Bowel Surgery,<20,,,,,
"PALO VERDE HOSP, BLYTHE",Small Bowel Surgery,<20,,,,,
PALOMAR HEALTH,Small Bowel Surgery,49,1,0.60,0.02,3.36,N.D.
"PALOMAR HEALTH DOWNTOWN CAMPUS, ESCONDIDO",Small Bowel Surgery,,,,,,
"PALOMAR MED CTR, ESCONDIDO",Small Bowel Surgery,,,,,,
"PARADISE VALLEY HOSP, NATIONAL CITY",Small Bowel Surgery,<20,,,,,
"PARKVIEW COMMUNITY HOSP MED CTR, RIVERSIDE",Small Bowel Surgery,<20,,,,,
"PETALUMA VALLEY HOSP, PETALUMA",Small Bowel Surgery,<20,,,,,
"PIONEERS MEMORIAL HEALTHCARE DISTRICT, BRAWLEY",Small Bowel Surgery,<20,,,,,
PLACENTIA LINDA HOSP,Small Bowel Surgery,<20,,,,,
"POMERADO HOSP, POWAY",Small Bowel Surgery,23,0,,,,
"POMONA VALLEY HOSP MED CTR, POMONA",Small Bowel Surgery,87,1,0.38,0.01,2.13,N.D.
"PRESBYTERIAN INTERCOMMUNITY HOSP, WHITTIER",Small Bowel Surgery,92,5,1.68,0.55,3.93,N.D.
"PROVIDENCE HOLY CROSS MED CTR, MISSION HILLS",Small Bowel Surgery,88,1,0.35,0.01,1.93,N.D.
"PROVIDENCE LITTLE COMPANY OF MARY MED CTR,",Small Bowel Surgery,,,,,,
SAN PEDRO,Small Bowel Surgery,,,,,,
"PROVIDENCE LITTLE COMPANY OF MARY MED CTR, TORRANCE",Small Bowel Surgery,85,5,1.61,0.52,3.77,N.D.
"PROVIDENCE SAINT JOSEPH MED CTR, BURBANK",Small Bowel Surgery,94,2,0.92,0.11,3.32,N.D.
"PROVIDENCE TARZANA MED CTR, TARZANA",Small Bowel Surgery,105,0,0.00,0.00,0.83,Low
"QUEEN OF THE VALLEY MED CTR, NAPA",Small Bowel Surgery,39,4,,,,
"RADY CHILDREN'S HOSP, SAN DIEGO",Small Bowel Surgery,76,1,0.39,0.01,2.15,N.D.
REDLANDS COMMUNITY HOSP,Small Bowel Surgery,80,1,0.43,0.01,2.39,N.D.
"REDWOOD MEMORIAL HOSP, FORTUNA",Small Bowel Surgery,<20,,,,,
REGIONAL MED CTR OF SAN JOSE,Small Bowel Surgery,<20,,,,,
RIDGECREST REGIONAL HOSP,Small Bowel Surgery,<20,,,,,
RIVERSIDE COMMUNITY HOSP,Small Bowel Surgery,97,5,1.52,0.49,3.54,N.D.
"RIVERSIDE COUNTY REGIONAL MED CTR, MORENO VALLEY",Small Bowel Surgery,35,0,0.00,0.00,2.45,N.D.
"RONALD REAGAN UCLA MED CTR, LOS ANGELES",Small Bowel Surgery,146,7,1.10,0.44,2.27,N.D.
SADDLEBACK MEMORIAL MED CTR,Small Bowel Surgery,99,2,0.58,0.07,2.10,N.D.
"SADDLEBACK MEMORIAL MED CTR, LAGUNA HILLS",Small Bowel Surgery,,,,,,
SADDLEBACK MEMORIAL MED CTR-SAN CLEMENTE,Small Bowel Surgery,,,,,,
"SAINT AGNES MED CTR, FRESNO",Small Bowel Surgery,93,2,0.64,0.08,2.30,N.D.
"SAINT FRANCIS MED CTR, LYNWOOD",Small Bowel Surgery,23,1,,,,
"SAINT FRANCIS MEMORIAL HOSP, SAN FRANCISCO",Small Bowel Surgery,<20,,,,,
"SAINT JOHN'S HEALTH CTR, SANTA MONICA",Small Bowel Surgery,20,1,,,,
"SAINT LOUISE REGIONAL HOSP, GILROY",Small Bowel Surgery,<20,,,,,
"SAINT VINCENT MED CTR, LOS ANGELES",Small Bowel Surgery,37,1,0.75,0.02,4.17,N.D.
SALINAS VALLEY MEMORIAL HOSP,Small Bowel Surgery,33,0,0.00,0.00,3.58,N.D.
"SAN ANTONIO COMMUNITY HOSP, UPLAND",Small Bowel Surgery,<20,,,,,
SAN DIMAS COMMUNITY HOSP,Small Bowel Surgery,<20,,,,,
SAN FRANCISCO GENERAL HOSP,Small Bowel Surgery,47,0,0.00,0.00,1.88,N.D.
"SAN GABRIEL VALLEY MED CTR, SAN GABRIEL",Small Bowel Surgery,<20,,,,,
"SAN GORGONIO MEMORIAL HOSP, BANNING",Small Bowel Surgery,<20,,,,,
"SAN JOAQUIN COMMUNITY HOSP, BAKERSFIELD",Small Bowel Surgery,95,3,0.96,0.20,2.80,N.D.
"SAN JOAQUIN GENERAL HOSP, FRENCH P",Small Bowel Surgery,30,1,,,,
SAN MATEO MED CTR,Small Bowel Surgery,<20,,,,,
"SAN RAMON REGIONAL MED CTR, INC.",Small Bowel Surgery,<20,,,,,
SAN RAMON REGIONAL MED CTR,Small Bowel Surgery,,,,,,
SAN RAMON REGIONAL MED CTR SOUTH BUILDING,Small Bowel Surgery,,,,,,
SANTA BARBARA COTTAGE HOSPITAL,Small Bowel Surgery,78,1,0.32,0.01,1.80,N.D.
SANTA BARBARA COTTAGE HOSP,Small Bowel Surgery,,,,,,
REHABILITATION INSTITUTE AT SANTA BARBARA,Small Bowel Surgery,,,,,,
"SANTA CLARA VALLEY MED CTR, SAN JOSE",Small Bowel Surgery,66,2,0.85,0.10,3.05,N.D.
"SANTA MONICA, UCLA MED CTR AND ORTHOPAEDIC",Small Bowel Surgery,45,1,0.65,0.02,3.62,N.D.
SANTA ROSA MEMORIAL HOSP,Small Bowel Surgery,40,1,0.87,0.02,4.84,N.D.
"SCRIPPS GREEN HOSP, LA JOLLA",Small Bowel Surgery,<20,,,,,
SCRIPPS HEALTH,Small Bowel Surgery,150,13,2.39,1.27,4.09,High
"SCRIPPS MERCY HOSP, SAN DIEGO",Small Bowel Surgery,,,,,,
SCRIPPS MERCY HOSP CHULA VISTA,Small Bowel Surgery,,,,,,
"SCRIPPS MEMORIAL HOSP, ENCINITAS",Small Bowel Surgery,45,0,,,,
"SCRIPPS MEMORIAL HOSP, LA JOLLA",Small Bowel Surgery,30,0,0.00,0.00,3.39,N.D.
"SEQUOIA HOSP, REDWOOD CITY",Small Bowel Surgery,44,2,,,,
SETON MED CTR,Small Bowel Surgery,<20,,,,,
"SETON MED CTR-COASTSIDE, MOSS BEACH",Small Bowel Surgery,,,,,,
"SETON MED CTR, DALY CITY",Small Bowel Surgery,,,,,,
"SHASTA REGIONAL MED CTR, REDDING",Small Bowel Surgery,35,2,,,,
SHERMAN OAKS HOSP,Small Bowel Surgery,<20,,,,,
"SIERRA NEVADA MEMORIAL HOSP, GRASS VALLEY",Small Bowel Surgery,39,0,,,,
"SIERRA VIEW DISTRICT HOSP, PORTERVILLE",Small Bowel Surgery,24,0,,,,
"SIERRA VISTA REGIONAL MED CTR, SAN LUIS OBISPO",Small Bowel Surgery,<20,,,,,
SIMI VALLEY HOSP & HEALTH CARE SERVICES,Small Bowel Surgery,48,0,,,,
SONOMA VALLEY HOSP,Small Bowel Surgery,<20,,,,,
SONORA REGIONAL MED CTR,Small Bowel Surgery,<20,,,,,
SONORA REGIONAL MED CTR CAMPUS #1,Small Bowel Surgery,,,,,,
SONORA REGIONAL MED CTR CAMPUS #2,Small Bowel Surgery,,,,,,
ST BERNARDINE MED CTR,Small Bowel Surgery,<20,,,,,
"ST ELIZABETH COMMUNITY HOSP, RED BLUFF",Small Bowel Surgery,20,0,,,,
"ST HELENA HOSP, CLEARLAKE",Small Bowel Surgery,<20,,,,,
"ST HELENA HOSP, ST HELENA",Small Bowel Surgery,<20,,,,,
"ST JOHN'S PLEASANT VALLEY HOSP, ARILLO",Small Bowel Surgery,22,0,,,,
"ST JOHN'S REGIONAL MED CTR, OXNARD",Small Bowel Surgery,67,0,0.00,0.00,1.88,N.D.
ST JOSEPH HOSP EUREKA,Small Bowel Surgery,,,,,,
"ST JOSEPH HOSP, EUREKA",Small Bowel Surgery,51,2,,,,
"ST JOSEPH HOSP, ORANGE",Small Bowel Surgery,151,2,0.32,0.04,1.17,N.D.
ST JOSEPH'S MED CTR OF STOCKTON,Small Bowel Surgery,68,3,1.14,0.24,3.33,N.D.
"ST JUDE MED CTR, FULLERTON",Small Bowel Surgery,89,1,0.43,0.01,2.41,N.D.
"ST MARY MED CTR, APPLE VALLEY",Small Bowel Surgery,31,0,0.00,0.00,3.42,N.D.
"ST MARY MED CTR, LONG BEACH",Small Bowel Surgery,26,0,,,,
"ST MARY'S MED CTR, SAN FRANCISCO",Small Bowel Surgery,39,0,,,,
"ST ROSE HOSP, HAYWARD",Small Bowel Surgery,<20,,,,,
"STANFORD HOSP, STANFORD",Small Bowel Surgery,362,8,0.55,0.24,1.09,N.D.
"SUTTER AMADOR HOSP, JACKSON",Small Bowel Surgery,<20,,,,,
"SUTTER AUBURN FAITH HOSP, AUBURN",Small Bowel Surgery,37,1,,,,
"SUTTER COAST HOSP, CRESCENT CITY",Small Bowel Surgery,<20,,,,,
"SUTTER DAVIS HOSPITAL, DAVIS",Small Bowel Surgery,20,0,,,,
"SUTTER DELTA MED CTR, ANTIOCH",Small Bowel Surgery,32,0,,,,
SUTTER EAST BAY HOSPS CTR,Small Bowel Surgery,52,0,0.00,0.00,2.14,N.D.
"ALTA BATES SUMMIT MED CTR, ALTA BATES CAMPUS, BERKELEY",Small Bowel Surgery,,,,,,
"ALTA BATES SUMMIT MED CTR, HERRICK CAMPUS, BERKELEY",Small Bowel Surgery,,,,,,
SUTTER EAST BAY HOSPS CTR,Small Bowel Surgery,61,0,0.00,0.00,1.46,N.D.
"ALTA BATES SUMMIT MED CTR, OAKLAND",Small Bowel Surgery,,,,,,
"ALTA BATES SUMMIT MED CTR, SUMMIT CAMPUS, OAKLAND",Small Bowel Surgery,,,,,,
SUTTER HEALTH SACRAMENTO SIERRA REGION,Small Bowel Surgery,163,1,0.15,0.00,0.81,Low
"SUTTER GENERAL HOSP, SACRAMENTO",Small Bowel Surgery,,,,,,
"SUTTER MEMORIAL HOSP, SACRAMENTO",Small Bowel Surgery,,,,,,
"SUTTER LAKESIDE HOSP, LAKEPORT",Small Bowel Surgery,<20,,,,,
SUTTER MATERNITY & SURGERY CTR OF SANTA CRUZ,Small Bowel Surgery,<20,,,,,
"SUTTER MED CTR, CASTRO VALLEY",Small Bowel Surgery,38,1,,,,
"EDEN MED CTR, CASTRO VALLEY",Small Bowel Surgery,,,,,,
SAN LEANDRO HOSP,Small Bowel Surgery,,,,,,
SUTTER MED CTR OF SANTA ROSA,Small Bowel Surgery,<20,,,,,
SUTTER ROSEVILLE MED CTR,Small Bowel Surgery,93,0,0.00,0.00,1.16,N.D.
"SUTTER SOLANO MED CTR, VALLEJO",Small Bowel Surgery,40,1,,,,
"SUTTER SURGICAL HOSP, NORTH VALLEY, YUBA CITY",Small Bowel Surgery,<20,,,,,
